FAIL:  calculateDin(0, 0, 2, 0, 0)  Expected 0.75, but got 1.
FAIL:  calculateDin(5, 1, 4, 0, 5)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(5, 1, 4, 0, 6)  Expected 1.75, but got 2.5.
FAIL:  calculateDin(5, 2, 0, 0, 0)  Expected 3, but got 2.
FAIL:  calculateDin(5, 2, 0, 0, 1)  Expected 2.75, but got 1.75.
FAIL:  calculateDin(5, 2, 0, 0, 2)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(5, 2, 0, 0, 3)  Expected 2.25, but got 1.5.
FAIL:  calculateDin(5, 2, 0, 0, 4)  Expected 2, but got 1.25.
FAIL:  calculateDin(5, 2, 0, 0, 5)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 2, 0, 0, 6)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 2, 1, 0, 0)  Expected 3, but got 2.5.
FAIL:  calculateDin(5, 2, 1, 0, 1)  Expected 2.75, but got 2.25.
FAIL:  calculateDin(5, 2, 1, 0, 2)  Expected 2.5, but got 2.
FAIL:  calculateDin(5, 2, 1, 0, 3)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(5, 2, 1, 0, 4)  Expected 2, but got 1.5.
FAIL:  calculateDin(5, 2, 1, 0, 5)  Expected 1.75, but got 1.5.
FAIL:  calculateDin(5, 2, 1, 0, 6)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 2, 3, 0, 0)  Expected 3, but got null.
FAIL:  calculateDin(5, 2, 3, 0, 1)  Expected 2.75, but got 3.5.
FAIL:  calculateDin(5, 2, 3, 0, 2)  Expected 2.5, but got 3.
FAIL:  calculateDin(5, 2, 3, 0, 3)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(5, 2, 3, 0, 4)  Expected 2, but got 2.5.
FAIL:  calculateDin(5, 2, 3, 0, 5)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(5, 2, 3, 0, 6)  Expected 1.75, but got 2.
FAIL:  calculateDin(5, 2, 4, 0, 0)  Expected 3, but got null.
FAIL:  calculateDin(5, 2, 4, 0, 1)  Expected 2.75, but got null.
FAIL:  calculateDin(5, 2, 4, 0, 2)  Expected 2.5, but got 3.5.
FAIL:  calculateDin(5, 2, 4, 0, 3)  Expected 2.25, but got 3.
FAIL:  calculateDin(5, 2, 4, 0, 4)  Expected 2, but got 3.
FAIL:  calculateDin(5, 2, 4, 0, 5)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(5, 2, 4, 0, 6)  Expected 1.75, but got 2.5.
FAIL:  calculateDin(5, 3, 0, 0, 0)  Expected 3, but got 2.
FAIL:  calculateDin(5, 3, 0, 0, 1)  Expected 2.75, but got 1.75.
FAIL:  calculateDin(5, 3, 0, 0, 2)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(5, 3, 0, 0, 3)  Expected 2.25, but got 1.5.
FAIL:  calculateDin(5, 3, 0, 0, 4)  Expected 2, but got 1.25.
FAIL:  calculateDin(5, 3, 0, 0, 5)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 3, 0, 0, 6)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 3, 1, 0, 0)  Expected 3, but got 2.5.
FAIL:  calculateDin(5, 3, 1, 0, 1)  Expected 2.75, but got 2.25.
FAIL:  calculateDin(5, 3, 1, 0, 2)  Expected 2.5, but got 2.
FAIL:  calculateDin(5, 3, 1, 0, 3)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(5, 3, 1, 0, 4)  Expected 2, but got 1.5.
FAIL:  calculateDin(5, 3, 1, 0, 5)  Expected 1.75, but got 1.5.
FAIL:  calculateDin(5, 3, 1, 0, 6)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 3, 3, 0, 0)  Expected 3, but got null.
FAIL:  calculateDin(5, 3, 3, 0, 1)  Expected 2.75, but got 3.5.
FAIL:  calculateDin(5, 3, 3, 0, 2)  Expected 2.5, but got 3.
FAIL:  calculateDin(5, 3, 3, 0, 3)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(5, 3, 3, 0, 4)  Expected 2, but got 2.5.
FAIL:  calculateDin(5, 3, 3, 0, 5)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(5, 3, 3, 0, 6)  Expected 1.75, but got 2.
FAIL:  calculateDin(5, 3, 4, 0, 0)  Expected 3, but got null.
FAIL:  calculateDin(5, 3, 4, 0, 1)  Expected 2.75, but got null.
FAIL:  calculateDin(5, 3, 4, 0, 2)  Expected 2.5, but got 3.5.
FAIL:  calculateDin(5, 3, 4, 0, 3)  Expected 2.25, but got 3.
FAIL:  calculateDin(5, 3, 4, 0, 4)  Expected 2, but got 3.
FAIL:  calculateDin(5, 3, 4, 0, 5)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(5, 3, 4, 0, 6)  Expected 1.75, but got 2.5.
FAIL:  calculateDin(5, 4, 0, 0, 0)  Expected 3, but got 2.
FAIL:  calculateDin(5, 4, 0, 0, 1)  Expected 2.75, but got 1.75.
FAIL:  calculateDin(5, 4, 0, 0, 2)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(5, 4, 0, 0, 3)  Expected 2.25, but got 1.5.
FAIL:  calculateDin(5, 4, 0, 0, 4)  Expected 2, but got 1.25.
FAIL:  calculateDin(5, 4, 0, 0, 5)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 4, 0, 0, 6)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 4, 1, 0, 0)  Expected 3, but got 2.5.
FAIL:  calculateDin(5, 4, 1, 0, 1)  Expected 2.75, but got 2.25.
FAIL:  calculateDin(5, 4, 1, 0, 2)  Expected 2.5, but got 2.
FAIL:  calculateDin(5, 4, 1, 0, 3)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(5, 4, 1, 0, 4)  Expected 2, but got 1.5.
FAIL:  calculateDin(5, 4, 1, 0, 5)  Expected 1.75, but got 1.5.
FAIL:  calculateDin(5, 4, 1, 0, 6)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 4, 3, 0, 0)  Expected 3, but got null.
FAIL:  calculateDin(5, 4, 3, 0, 1)  Expected 2.75, but got 3.5.
FAIL:  calculateDin(5, 4, 3, 0, 2)  Expected 2.5, but got 3.
FAIL:  calculateDin(5, 4, 3, 0, 3)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(5, 4, 3, 0, 4)  Expected 2, but got 2.5.
FAIL:  calculateDin(5, 4, 3, 0, 5)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(5, 4, 3, 0, 6)  Expected 1.75, but got 2.
FAIL:  calculateDin(5, 4, 4, 0, 0)  Expected 3, but got null.
FAIL:  calculateDin(5, 4, 4, 0, 1)  Expected 2.75, but got null.
FAIL:  calculateDin(5, 4, 4, 0, 2)  Expected 2.5, but got 3.5.
FAIL:  calculateDin(5, 4, 4, 0, 3)  Expected 2.25, but got 3.
FAIL:  calculateDin(5, 4, 4, 0, 4)  Expected 2, but got 3.
FAIL:  calculateDin(5, 4, 4, 0, 5)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(5, 4, 4, 0, 6)  Expected 1.75, but got 2.5.
FAIL:  calculateDin(5, 5, 0, 0, 0)  Expected 3, but got 2.
FAIL:  calculateDin(5, 5, 0, 0, 1)  Expected 2.75, but got 1.75.
FAIL:  calculateDin(5, 5, 0, 0, 2)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(5, 5, 0, 0, 3)  Expected 2.25, but got 1.5.
FAIL:  calculateDin(5, 5, 0, 0, 4)  Expected 2, but got 1.25.
FAIL:  calculateDin(5, 5, 0, 0, 5)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 5, 0, 0, 6)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 5, 1, 0, 0)  Expected 3, but got 2.5.
FAIL:  calculateDin(5, 5, 1, 0, 1)  Expected 2.75, but got 2.25.
FAIL:  calculateDin(5, 5, 1, 0, 2)  Expected 2.5, but got 2.
FAIL:  calculateDin(5, 5, 1, 0, 3)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(5, 5, 1, 0, 4)  Expected 2, but got 1.5.
FAIL:  calculateDin(5, 5, 1, 0, 5)  Expected 1.75, but got 1.5.
FAIL:  calculateDin(5, 5, 1, 0, 6)  Expected 1.75, but got null.
FAIL:  calculateDin(5, 5, 3, 0, 0)  Expected 3, but got null.
FAIL:  calculateDin(5, 5, 3, 0, 1)  Expected 2.75, but got 3.5.
FAIL:  calculateDin(5, 5, 3, 0, 2)  Expected 2.5, but got 3.
FAIL:  calculateDin(5, 5, 3, 0, 3)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(5, 5, 3, 0, 4)  Expected 2, but got 2.5.
FAIL:  calculateDin(5, 5, 3, 0, 5)  Expected 1.75, but got 2.25.
FAIL:  calculateDin(5, 5, 3, 0, 6)  Expected 1.75, but got 2.
FAIL:  calculateDin(5, 5, 4, 0, 0)  Expected 3, but got null.
FAIL:  calculateDin(5, 5, 4, 0, 1)  Expected 2.75, but got null.
FAIL:  calculateDin(5, 5, 4, 0, 2)  Expected 2.5, but got 3.5.
FAIL:  calculateDin(5, 5, 4, 0, 3)  Expected 2.25, but got 3.
FAIL:  calculateDin(5, 5, 4, 0, 4)  Expected 2, but got 3.
FAIL:  calculateDin(5, 5, 4, 0, 5)  Expected 1.75, but got 2.75.
FAIL:  calculateDin(5, 5, 4, 0, 6)  Expected 1.75, but got 2.5.
FAIL:  calculateDin(6, 0, 0, 0, 0)  Expected null, but got 2.5.
FAIL:  calculateDin(6, 0, 0, 0, 1)  Expected 3.5, but got 2.25.
FAIL:  calculateDin(6, 0, 0, 0, 2)  Expected 3, but got 2.
FAIL:  calculateDin(6, 0, 0, 0, 3)  Expected 2.75, but got 1.75.
FAIL:  calculateDin(6, 0, 0, 0, 4)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(6, 0, 0, 0, 5)  Expected 2.25, but got 1.5.
FAIL:  calculateDin(6, 0, 0, 0, 6)  Expected 2, but got null.
FAIL:  calculateDin(6, 0, 1, 0, 0)  Expected null, but got 3.
FAIL:  calculateDin(6, 0, 1, 0, 1)  Expected 3.5, but got 2.75.
FAIL:  calculateDin(6, 0, 1, 0, 2)  Expected 3, but got 2.5.
FAIL:  calculateDin(6, 0, 1, 0, 3)  Expected 2.75, but got 2.25.
FAIL:  calculateDin(6, 0, 1, 0, 4)  Expected 2.5, but got 2.
FAIL:  calculateDin(6, 0, 1, 0, 5)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(6, 0, 1, 0, 6)  Expected 2, but got 1.75.
FAIL:  calculateDin(6, 0, 3, 0, 1)  Expected 3.5, but got null.
FAIL:  calculateDin(6, 0, 3, 0, 2)  Expected 3, but got 3.5.
FAIL:  calculateDin(6, 0, 3, 0, 3)  Expected 2.75, but got 3.
FAIL:  calculateDin(6, 0, 3, 0, 4)  Expected 2.5, but got 3.
FAIL:  calculateDin(6, 0, 3, 0, 5)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(6, 0, 3, 0, 6)  Expected 2, but got 2.5.
FAIL:  calculateDin(6, 0, 4, 0, 1)  Expected 3.5, but got null.
FAIL:  calculateDin(6, 0, 4, 0, 2)  Expected 3, but got 4.5.
FAIL:  calculateDin(6, 0, 4, 0, 3)  Expected 2.75, but got 4.
FAIL:  calculateDin(6, 0, 4, 0, 4)  Expected 2.5, but got 3.5.
FAIL:  calculateDin(6, 0, 4, 0, 5)  Expected 2.25, but got 3.5.
FAIL:  calculateDin(6, 0, 4, 0, 6)  Expected 2, but got 3.
FAIL:  calculateDin(6, 1, 0, 0, 0)  Expected null, but got 2.5.
FAIL:  calculateDin(6, 1, 0, 0, 1)  Expected 3.5, but got 2.25.
FAIL:  calculateDin(6, 1, 0, 0, 2)  Expected 3, but got 2.
FAIL:  calculateDin(6, 1, 0, 0, 3)  Expected 2.75, but got 1.75.
FAIL:  calculateDin(6, 1, 0, 0, 4)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(6, 1, 0, 0, 5)  Expected 2.25, but got 1.5.
FAIL:  calculateDin(6, 1, 0, 0, 6)  Expected 2, but got null.
FAIL:  calculateDin(6, 1, 1, 0, 0)  Expected null, but got 3.
FAIL:  calculateDin(6, 1, 1, 0, 1)  Expected 3.5, but got 2.75.
FAIL:  calculateDin(6, 1, 1, 0, 2)  Expected 3, but got 2.5.
FAIL:  calculateDin(6, 1, 1, 0, 3)  Expected 2.75, but got 2.25.
FAIL:  calculateDin(6, 1, 1, 0, 4)  Expected 2.5, but got 2.
FAIL:  calculateDin(6, 1, 1, 0, 5)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(6, 1, 1, 0, 6)  Expected 2, but got 1.75.
FAIL:  calculateDin(6, 1, 3, 0, 1)  Expected 3.5, but got null.
FAIL:  calculateDin(6, 1, 3, 0, 2)  Expected 3, but got 3.5.
FAIL:  calculateDin(6, 1, 3, 0, 3)  Expected 2.75, but got 3.
FAIL:  calculateDin(6, 1, 3, 0, 4)  Expected 2.5, but got 3.
FAIL:  calculateDin(6, 1, 3, 0, 5)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(6, 1, 3, 0, 6)  Expected 2, but got 2.5.
FAIL:  calculateDin(6, 1, 4, 0, 1)  Expected 3.5, but got null.
FAIL:  calculateDin(6, 1, 4, 0, 2)  Expected 3, but got 4.5.
FAIL:  calculateDin(6, 1, 4, 0, 3)  Expected 2.75, but got 4.
FAIL:  calculateDin(6, 1, 4, 0, 4)  Expected 2.5, but got 3.5.
FAIL:  calculateDin(6, 1, 4, 0, 5)  Expected 2.25, but got 3.5.
FAIL:  calculateDin(6, 1, 4, 0, 6)  Expected 2, but got 3.
FAIL:  calculateDin(6, 2, 0, 0, 0)  Expected null, but got 2.5.
FAIL:  calculateDin(6, 2, 0, 0, 1)  Expected 3.5, but got 2.25.
FAIL:  calculateDin(6, 2, 0, 0, 2)  Expected 3, but got 2.
FAIL:  calculateDin(6, 2, 0, 0, 3)  Expected 2.75, but got 1.75.
FAIL:  calculateDin(6, 2, 0, 0, 4)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(6, 2, 0, 0, 5)  Expected 2.25, but got 1.5.
FAIL:  calculateDin(6, 2, 0, 0, 6)  Expected 2, but got null.
FAIL:  calculateDin(6, 2, 1, 0, 0)  Expected null, but got 3.
FAIL:  calculateDin(6, 2, 1, 0, 1)  Expected 3.5, but got 2.75.
FAIL:  calculateDin(6, 2, 1, 0, 2)  Expected 3, but got 2.5.
FAIL:  calculateDin(6, 2, 1, 0, 3)  Expected 2.75, but got 2.25.
FAIL:  calculateDin(6, 2, 1, 0, 4)  Expected 2.5, but got 2.
FAIL:  calculateDin(6, 2, 1, 0, 5)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(6, 2, 1, 0, 6)  Expected 2, but got 1.75.
FAIL:  calculateDin(6, 2, 3, 0, 1)  Expected 3.5, but got null.
FAIL:  calculateDin(6, 2, 3, 0, 2)  Expected 3, but got 3.5.
FAIL:  calculateDin(6, 2, 3, 0, 3)  Expected 2.75, but got 3.
FAIL:  calculateDin(6, 2, 3, 0, 4)  Expected 2.5, but got 3.
FAIL:  calculateDin(6, 2, 3, 0, 5)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(6, 2, 3, 0, 6)  Expected 2, but got 2.5.
FAIL:  calculateDin(6, 2, 4, 0, 1)  Expected 3.5, but got null.
FAIL:  calculateDin(6, 2, 4, 0, 2)  Expected 3, but got 4.5.
FAIL:  calculateDin(6, 2, 4, 0, 3)  Expected 2.75, but got 4.
FAIL:  calculateDin(6, 2, 4, 0, 4)  Expected 2.5, but got 3.5.
FAIL:  calculateDin(6, 2, 4, 0, 5)  Expected 2.25, but got 3.5.
FAIL:  calculateDin(6, 2, 4, 0, 6)  Expected 2, but got 3.
FAIL:  calculateDin(6, 3, 0, 0, 0)  Expected null, but got 2.5.
FAIL:  calculateDin(6, 3, 0, 0, 1)  Expected 3.5, but got 2.25.
FAIL:  calculateDin(6, 3, 0, 0, 2)  Expected 3, but got 2.
FAIL:  calculateDin(6, 3, 0, 0, 3)  Expected 2.75, but got 1.75.
FAIL:  calculateDin(6, 3, 0, 0, 4)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(6, 3, 0, 0, 5)  Expected 2.25, but got 1.5.
FAIL:  calculateDin(6, 3, 0, 0, 6)  Expected 2, but got null.
FAIL:  calculateDin(6, 3, 1, 0, 0)  Expected null, but got 3.
FAIL:  calculateDin(6, 3, 1, 0, 1)  Expected 3.5, but got 2.75.
FAIL:  calculateDin(6, 3, 1, 0, 2)  Expected 3, but got 2.5.
FAIL:  calculateDin(6, 3, 1, 0, 3)  Expected 2.75, but got 2.25.
FAIL:  calculateDin(6, 3, 1, 0, 4)  Expected 2.5, but got 2.
FAIL:  calculateDin(6, 3, 1, 0, 5)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(6, 3, 1, 0, 6)  Expected 2, but got 1.75.
FAIL:  calculateDin(6, 3, 3, 0, 1)  Expected 3.5, but got null.
FAIL:  calculateDin(6, 3, 3, 0, 2)  Expected 3, but got 3.5.
FAIL:  calculateDin(6, 3, 3, 0, 3)  Expected 2.75, but got 3.
FAIL:  calculateDin(6, 3, 3, 0, 4)  Expected 2.5, but got 3.
FAIL:  calculateDin(6, 3, 3, 0, 5)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(6, 3, 3, 0, 6)  Expected 2, but got 2.5.
FAIL:  calculateDin(6, 3, 4, 0, 1)  Expected 3.5, but got null.
FAIL:  calculateDin(6, 3, 4, 0, 2)  Expected 3, but got 4.5.
FAIL:  calculateDin(6, 3, 4, 0, 3)  Expected 2.75, but got 4.
FAIL:  calculateDin(6, 3, 4, 0, 4)  Expected 2.5, but got 3.5.
FAIL:  calculateDin(6, 3, 4, 0, 5)  Expected 2.25, but got 3.5.
FAIL:  calculateDin(6, 3, 4, 0, 6)  Expected 2, but got 3.
FAIL:  calculateDin(6, 4, 0, 0, 0)  Expected null, but got 2.5.
FAIL:  calculateDin(6, 4, 0, 0, 1)  Expected 3.5, but got 2.25.
FAIL:  calculateDin(6, 4, 0, 0, 2)  Expected 3, but got 2.
FAIL:  calculateDin(6, 4, 0, 0, 3)  Expected 2.75, but got 1.75.
FAIL:  calculateDin(6, 4, 0, 0, 4)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(6, 4, 0, 0, 5)  Expected 2.25, but got 1.5.
FAIL:  calculateDin(6, 4, 0, 0, 6)  Expected 2, but got null.
FAIL:  calculateDin(6, 4, 1, 0, 0)  Expected null, but got 3.
FAIL:  calculateDin(6, 4, 1, 0, 1)  Expected 3.5, but got 2.75.
FAIL:  calculateDin(6, 4, 1, 0, 2)  Expected 3, but got 2.5.
FAIL:  calculateDin(6, 4, 1, 0, 3)  Expected 2.75, but got 2.25.
FAIL:  calculateDin(6, 4, 1, 0, 4)  Expected 2.5, but got 2.
FAIL:  calculateDin(6, 4, 1, 0, 5)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(6, 4, 1, 0, 6)  Expected 2, but got 1.75.
FAIL:  calculateDin(6, 4, 3, 0, 1)  Expected 3.5, but got null.
FAIL:  calculateDin(6, 4, 3, 0, 2)  Expected 3, but got 3.5.
FAIL:  calculateDin(6, 4, 3, 0, 3)  Expected 2.75, but got 3.
FAIL:  calculateDin(6, 4, 3, 0, 4)  Expected 2.5, but got 3.
FAIL:  calculateDin(6, 4, 3, 0, 5)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(6, 4, 3, 0, 6)  Expected 2, but got 2.5.
FAIL:  calculateDin(6, 4, 4, 0, 1)  Expected 3.5, but got null.
FAIL:  calculateDin(6, 4, 4, 0, 2)  Expected 3, but got 4.5.
FAIL:  calculateDin(6, 4, 4, 0, 3)  Expected 2.75, but got 4.
FAIL:  calculateDin(6, 4, 4, 0, 4)  Expected 2.5, but got 3.5.
FAIL:  calculateDin(6, 4, 4, 0, 5)  Expected 2.25, but got 3.5.
FAIL:  calculateDin(6, 4, 4, 0, 6)  Expected 2, but got 3.
FAIL:  calculateDin(6, 5, 0, 0, 0)  Expected null, but got 2.5.
FAIL:  calculateDin(6, 5, 0, 0, 1)  Expected 3.5, but got 2.25.
FAIL:  calculateDin(6, 5, 0, 0, 2)  Expected 3, but got 2.
FAIL:  calculateDin(6, 5, 0, 0, 3)  Expected 2.75, but got 1.75.
FAIL:  calculateDin(6, 5, 0, 0, 4)  Expected 2.5, but got 1.5.
FAIL:  calculateDin(6, 5, 0, 0, 5)  Expected 2.25, but got 1.5.
FAIL:  calculateDin(6, 5, 0, 0, 6)  Expected 2, but got null.
FAIL:  calculateDin(6, 5, 1, 0, 0)  Expected null, but got 3.
FAIL:  calculateDin(6, 5, 1, 0, 1)  Expected 3.5, but got 2.75.
FAIL:  calculateDin(6, 5, 1, 0, 2)  Expected 3, but got 2.5.
FAIL:  calculateDin(6, 5, 1, 0, 3)  Expected 2.75, but got 2.25.
FAIL:  calculateDin(6, 5, 1, 0, 4)  Expected 2.5, but got 2.
FAIL:  calculateDin(6, 5, 1, 0, 5)  Expected 2.25, but got 1.75.
FAIL:  calculateDin(6, 5, 1, 0, 6)  Expected 2, but got 1.75.
FAIL:  calculateDin(6, 5, 3, 0, 1)  Expected 3.5, but got null.
FAIL:  calculateDin(6, 5, 3, 0, 2)  Expected 3, but got 3.5.
FAIL:  calculateDin(6, 5, 3, 0, 3)  Expected 2.75, but got 3.
FAIL:  calculateDin(6, 5, 3, 0, 4)  Expected 2.5, but got 3.
FAIL:  calculateDin(6, 5, 3, 0, 5)  Expected 2.25, but got 2.75.
FAIL:  calculateDin(6, 5, 3, 0, 6)  Expected 2, but got 2.5.
FAIL:  calculateDin(6, 5, 4, 0, 1)  Expected 3.5, but got null.
FAIL:  calculateDin(6, 5, 4, 0, 2)  Expected 3, but got 4.5.
FAIL:  calculateDin(6, 5, 4, 0, 3)  Expected 2.75, but got 4.
FAIL:  calculateDin(6, 5, 4, 0, 4)  Expected 2.5, but got 3.5.
FAIL:  calculateDin(6, 5, 4, 0, 5)  Expected 2.25, but got 3.5.
FAIL:  calculateDin(6, 5, 4, 0, 6)  Expected 2, but got 3.
FAIL:  calculateDin(7, 0, 0, 0, 0)  Expected null, but got 3.
FAIL:  calculateDin(7, 0, 0, 0, 1)  Expected null, but got 2.75.
FAIL:  calculateDin(7, 0, 0, 0, 2)  Expected 3.5, but got 2.5.
FAIL:  calculateDin(7, 0, 0, 0, 3)  Expected 3, but got 2.25.
FAIL:  calculateDin(7, 0, 0, 0, 4)  Expected 3, but got 2.
FAIL:  calculateDin(7, 0, 0, 0, 5)  Expected 2.75, but got 1.75.
FAIL:  calculateDin(7, 0, 0, 0, 6)  Expected 2.5, but got 1.75.
FAIL:  calculateDin(7, 0, 1, 0, 1)  Expected null, but got 3.5.
FAIL:  calculateDin(7, 0, 1, 0, 2)  Expected 3.5, but got 3.
FAIL:  calculateDin(7, 0, 1, 0, 3)  Expected 3, but got 2.75.
FAIL:  calculateDin(7, 0, 1, 0, 4)  Expected 3, but got 2.5.
FAIL:  calculateDin(7, 0, 1, 0, 5)  Expected 2.75, but got 2.25.
FAIL:  calculateDin(7, 0, 1, 0, 6)  Expected 2.5, but got 2.
FAIL:  calculateDin(7, 0, 3, 0, 2)  Expected 3.5, but got 4.5.
FAIL:  calculateDin(7, 0, 3, 0, 3)  Expected 3, but got 4.
FAIL:  calculateDin(7, 0, 3, 0, 4)  Expected 3, but got 3.5.
FAIL:  calculateDin(7, 0, 3, 0, 5)  Expected 2.75, but got 3.5.
FAIL:  calculateDin(7, 0, 3, 0, 6)  Expected 2.5, but got 3.
FAIL:  calculateDin(7, 0, 4, 0, 2)  Expected 3.5, but got 5.5.
FAIL:  calculateDin(7, 0, 4, 0, 3)  Expected 3, but got 5.
FAIL:  calculateDin(7, 0, 4, 0, 4)  Expected 3, but got 4.5.
FAIL:  calculateDin(7, 0, 4, 0, 5)  Expected 2.75, but got 4.
FAIL:  calculateDin(7, 0, 4, 0, 6)  Expected 2.5, but got 3.5.
FAIL:  calculateDin(7, 0, 4, 0, 7)  Expected null, but got 3.
FAIL:  calculateDin(7, 1, 0, 0, 0)  Expected null, but got 3.
FAIL:  calculateDin(7, 1, 0, 0, 1)  Expected null, but got 2.75.
FAIL:  calculateDin(7, 1, 0, 0, 2)  Expected 3.5, but got 2.5.
FAIL:  calculateDin(7, 1, 0, 0, 3)  Expected 3, but got 2.25.
FAIL:  calculateDin(7, 1, 0, 0, 4)  Expected 3, but got 2.
FAIL:  calculateDin(7, 1, 0, 0, 5)  Expected 2.75, but got 1.75.
FAIL:  calculateDin(7, 1, 0, 0, 6)  Expected 2.5, but got 1.75.
FAIL:  calculateDin(7, 1, 1, 0, 1)  Expected null, but got 3.5.
FAIL:  calculateDin(7, 1, 1, 0, 2)  Expected 3.5, but got 3.
FAIL:  calculateDin(7, 1, 1, 0, 3)  Expected 3, but got 2.75.
FAIL:  calculateDin(7, 1, 1, 0, 4)  Expected 3, but got 2.5.
FAIL:  calculateDin(7, 1, 1, 0, 5)  Expected 2.75, but got 2.25.
FAIL:  calculateDin(7, 1, 1, 0, 6)  Expected 2.5, but got 2.
FAIL:  calculateDin(7, 1, 3, 0, 2)  Expected 3.5, but got 4.5.
FAIL:  calculateDin(7, 1, 3, 0, 3)  Expected 3, but got 4.
FAIL:  calculateDin(7, 1, 3, 0, 4)  Expected 3, but got 3.5.
FAIL:  calculateDin(7, 1, 3, 0, 5)  Expected 2.75, but got 3.5.
FAIL:  calculateDin(7, 1, 3, 0, 6)  Expected 2.5, but got 3.
FAIL:  calculateDin(7, 1, 4, 0, 2)  Expected 3.5, but got 5.5.
FAIL:  calculateDin(7, 1, 4, 0, 3)  Expected 3, but got 5.
FAIL:  calculateDin(7, 1, 4, 0, 4)  Expected 3, but got 4.5.
FAIL:  calculateDin(7, 1, 4, 0, 5)  Expected 2.75, but got 4.
FAIL:  calculateDin(7, 1, 4, 0, 6)  Expected 2.5, but got 3.5.
FAIL:  calculateDin(7, 1, 4, 0, 7)  Expected null, but got 3.
FAIL:  calculateDin(7, 2, 0, 0, 0)  Expected null, but got 3.
FAIL:  calculateDin(7, 2, 0, 0, 1)  Expected null, but got 2.75.
FAIL:  calculateDin(7, 2, 0, 0, 2)  Expected 3.5, but got 2.5.
FAIL:  calculateDin(7, 2, 0, 0, 3)  Expected 3, but got 2.25.
FAIL:  calculateDin(7, 2, 0, 0, 4)  Expected 3, but got 2.
FAIL:  calculateDin(7, 2, 0, 0, 5)  Expected 2.75, but got 1.75.
FAIL:  calculateDin(7, 2, 0, 0, 6)  Expected 2.5, but got 1.75.
FAIL:  calculateDin(7, 2, 1, 0, 1)  Expected null, but got 3.5.
FAIL:  calculateDin(7, 2, 1, 0, 2)  Expected 3.5, but got 3.
FAIL:  calculateDin(7, 2, 1, 0, 3)  Expected 3, but got 2.75.
FAIL:  calculateDin(7, 2, 1, 0, 4)  Expected 3, but got 2.5.
FAIL:  calculateDin(7, 2, 1, 0, 5)  Expected 2.75, but got 2.25.
FAIL:  calculateDin(7, 2, 1, 0, 6)  Expected 2.5, but got 2.
FAIL:  calculateDin(7, 2, 3, 0, 2)  Expected 3.5, but got 4.5.
FAIL:  calculateDin(7, 2, 3, 0, 3)  Expected 3, but got 4.
FAIL:  calculateDin(7, 2, 3, 0, 4)  Expected 3, but got 3.5.
FAIL:  calculateDin(7, 2, 3, 0, 5)  Expected 2.75, but got 3.5.
FAIL:  calculateDin(7, 2, 3, 0, 6)  Expected 2.5, but got 3.
FAIL:  calculateDin(7, 2, 4, 0, 2)  Expected 3.5, but got 5.5.
FAIL:  calculateDin(7, 2, 4, 0, 3)  Expected 3, but got 5.
